path,year,original_classification,mirror_classification,original_checksum,mirror_checksum
racing2001/moosehead1.htm,2001,legacy-result,legacy-result,697d7921fdda28baabdbb1b2b9abf1a2853e13c7d23745e52429303d2ccd475e,06ead885a8300efd92e48d44a7f8115cbbf7359a9def7e6446e25ebace0ff1a1
racing2001/moosehead2.htm,2001,legacy-result,legacy-result,24ca1611b58de156e58da7f14638c4bf2c0b239fc99772bb34036529389a051c,58e03349b1c9ca8b11d4c14e32ffd096c7ae33002807e1c660254334e07ef5d4
racing2001/moosehead3.htm,2001,legacy-result,legacy-result,a360cecde1c472d956a98f2ec1fea9ad6c6b5f3f51655080e5d4594c00d28fbc,2777c0c7248c5478c94502613c6b634e1cf19cdda483c9533cdf7f9dfd1ade42
racing2001/moosehead4.htm,2001,legacy-result,legacy-result,ea4dc0d0668a004aef9e5c8fe3eaf1e96376ff54bc855eeeaaa29f5d366e8fdf,bdbb118fe771f83dde068d5f632505c3ab28ec1659edcc03d8bdaf9a5bec7044
racing2001/ocean_tray.htm,2001,legacy-result,legacy-result,80dc347cf243ad43f88d91c4d65412eeffd32f061e6478a1b896606cbd065b50,1b8aa1838c3e33ae18b67ba8bfd3f20bc58e53ef10a6bb382070ce4c63049414
racing2001/paceship1.htm,2001,legacy-result,legacy-result,d7833b8681502e8107bd63471c78bcb2e1686411abff58d56049b5bd0465fee0,cf726e3b65e0337f9929907031094bfa76bb1a6e2d9e1671d56247ffaf96fadb
racing2001/paceship2.htm,2001,legacy-result,legacy-result,c18b2df0cb25362dec82704f7f326709bc5d0574fc2cbf1c0462c268e44539ce,105fbd930d4659b806401d6c78614372f05ec9466b7af004209a286a6fce589e
racing2001/paceship3.htm,2001,legacy-result,legacy-result,e9ad1cff3e8420d34a8bf13fa64125805ac334a94aa288556bae036356642056,b1739106eb54c4edb36bb0a1244e143e282b52a16c51f571151ca6845528bef8
racing2001/paceship4.htm,2001,legacy-result,legacy-result,03685216e48b0814754a0c70f11dd528bf2b47aa067c0dc01e6ae830ffc47448,67281b545a009cf08e43f49140869886d10917dbe9a5a4b04458cfbca9ff092a
racing2001/paceship_series.htm,2001,legacy-result,legacy-result,628bb411ce71be8e4d9ad610ba9c2a03bc490cb7404fde73e30fc0c40abf16c1,6a5ca68020fa3a373c6074603e6079c6789727993f98bc1ae91e6ac81d4c5464
racing2001/racing.htm,2001,legacy-index,legacy-index,a214761f5990f4cb7e151053896222e82a089a13b6d18661887628148622ceeb,2106dd238a08037736b06e7314ec434bf6114b6d4f151cb1849c197155368aea
racing2001/rg_smith.htm,2001,legacy-result,legacy-result,1a38609a86fe6b11f039afacbfa9d81df2844578300b43b3b09084f7e1fae240,4670dba2137d7f90cd9479140ea63e5c39867bab4fde5f08b7e21d42e5f8d9b5
racing2001/sable_sailmakers.htm,2001,legacy-result,legacy-result,29d13795270644df1d5eef20ebfe41b2f80bbc194748e630d83110e5209d69cd,20d2321df8e43e6b1119b465e5f0e66876ca3a55804935856d067e3d616099d0
racing2001/sauerkraut_ocean.htm,2001,legacy-result,legacy-result,dbc6bb0cbd6d83342254e586fbe527a41868702dc9d44ab2272e835f8912f36e,8d908c85ba55c76eb821bdcbe15ad6f86aed0b2532e2085b6fcb31546bac1ea4
racing2001/scotia_trawler.htm,2001,legacy-result,legacy-result,803f63327b6e1581abbb3aaa5339004197d6b8d1c98c58ce37194b498a41aaa3,3bbdbb9fef2f5175c8321f0b0c597130d3692bc9791561b319c8dc98cc595804
racing2001/scotia_trawler2.htm,2001,legacy-result,legacy-result,ff3bc2be7c19d722808297c5bfd2cebb8124d7447465901f57308ad846d87e02,3a3795f881e0ce8b126432b2b4dbbaa5578d8dbc7ccc4ccf8b265e638b436acc
racing2001/scotia_trawler3.htm,2001,legacy-result,legacy-result,01fe2a58a25c9963bcfee8e86ddab6d3bc8da2ba4df355680a029d35c08b0974,bc377d5b0715fa68a3794549cdf9c21139e31a4f097949a3817d0cbbc3be570a
racing2001/scotia_trawler4.htm,2001,legacy-result,legacy-result,a6859cf6acd01872c8e2a1ab3ae63e0d633d2205aec0e8aeb74fceb47d5c4edb,e355bb0edd035dcf66321e4942b9b58c4b63ead528c4060c9e021f626c3d63df
racing2001/scotia_trawler_june.htm,2001,legacy-result,legacy-result,50efa74ed018a2036a991b96628c1b6bd6de64ae0648a7a3ad1608026185ca0b,63e07ef9a14463044a8584542b8c7d509e13a90fcc86b6cae233b38c75bc198f
racing2001/yacht_shop.htm,2001,legacy-result,legacy-result,9875c9a98d613b65117ce13380edbfe6793d68a17f9384ed4e384f3083b8bf72,5d7c0be9bf7de3cdb626249e48a9ce286ce8ac56f690d448f70d9b6abab1851e
